idno,netustm,ppltrst,vote,prtvtddk,health,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
139560,720,10,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,1994,60,Female,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",22,37,45,47000,,45.0
139592,30,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1974,60,Male,1951,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,45,66500,,53.0
139612,366,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Bad,1961,65,Female,1944,Folkeskole 6.-8. klasse,7,37,37,,,106.0
139638,,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1944,60,Male,1930,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,42,,,83.0
139814,60,5,Yes,Dansk Folkeparti - Danish People's Party,Fair,1967,65,Female,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,38,40,,,55.0
139829,510,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1985,60,Male,1967,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,39,45,55000,,49.0
140091,180,8,Yes,Socialdemokratiet - The Social democrats,Good,1961,60,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,20,22,,,87.0
140234,600,9,Yes,Socialdemokratiet - The Social democrats,Very good,1980,60,Male,1961,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21,37,40,48000,55000,40.0
140312,300,9,Yes,Socialdemokratiet - The Social democrats,Very good,2009,50,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,37,42,,,61.0
140321,540,8,Yes,Liberal Alliance - Liberal Alliance,Good,2010,55,Male,1994,Universitetsbachelor. 1. del af kandidatuddannelse,17,,18,,,60.0
140438,300,5,No,,Fair,1966,,Male,1951,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,45,45,,,89.0
140448,180,7,Yes,Socialdemokratiet - The Social democrats,Very good,2008,60,Male,1987,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,40,40,36500,,50.0
140504,75,8,Yes,Liberal Alliance - Liberal Alliance,Very good,1990,60,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,,,19000,,81.0
140523,300,7,Yes,Socialdemokratiet - The Social democrats,Very good,1993,65,Male,1974,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,30000,35000,62.0
140616,120,8,Yes,Socialdemokratiet - The Social democrats,Good,1979,63,Male,1955,Folkeskole 9.-10. klasse,9,37,40,,,79.0
140618,120,7,Yes,Socialdemokratiet - The Social democrats,Very good,1990,60,Male,1973,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,28000,,48.0
140647,180,5,Yes,Liberal Alliance - Liberal Alliance,Fair,2009,50,Male,1989,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,28000,,53.0
140757,480,7,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,2007,50,Male,1987,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,16,16,,,62.0
140843,180,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2005,60,Female,1985,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",6,37,40,43000,,48.0
140902,570,8,Not eligible to vote,,Fair,"Still in parental home, never left 2 months",45,Male,1997,Folkeskole 9.-10. klasse,14,,15,5000,,42.0
140989,150,9,Yes,Socialdemokratiet - The Social democrats,Good,1990,,Female,1970,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,37,31000,33000,69.0
141142,,2,Yes,Dansk Folkeparti - Danish People's Party,Very bad,1953,Never too young,Male,1933,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",2,45,45,,,65.0
141387,90,5,Yes,Other,Very good,2013,50,Male,1994,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,66,66,52000,,70.0
141398,90,2,Not eligible to vote,,Very bad,2015,,Male,2000,Folkeskole 9.-10. klasse,10,21,21,,,47.0
141508,120,9,Yes,,Fair,1964,60,Male,1946,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,40,60,,,64.0
141541,360,4,Yes,Socialdemokratiet - The Social democrats,Very good,2000,50,Female,1983,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,25000,,55.0
141564,120,8,Not eligible to vote,,Good,1994,50,Female,1977,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,30,31,22000,24000,51.0
141583,180,5,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,1964,60,Female,1947,Folkeskole 6.-8. klasse,7,37,37,,,33.0
141627,240,7,Yes,Socialdemokratiet - The Social democrats,Good,2018,30,Female,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,,17,,,58.0
141630,540,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1987,60,Female,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,40,32000,37000,38.0
141665,480,6,Yes,Socialdemokratiet - The Social democrats,Fair,1997,,Male,1974,Other,15,37,37,37000,,29.0
141865,30,10,Yes,Socialdemokratiet - The Social democrats,Fair,1998,60,Male,1978,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",27,37,39,56000,,72.0
141902,240,6,No,,Very good,2011,50,Female,1993,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,8,5,,,40.0
141952,900,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1991,60,Male,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,46,46,68000,,37.0
142013,600,9,Yes,,Good,1993,,Male,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4,37,37,,,75.0
142072,60,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,1977,Never too young,Female,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,7,7,,,76.0
142096,120,9,Yes,Socialdemokratiet - The Social democrats,Good,2002,59,Male,1982,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,27000,35000,53.0
142110,570,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1988,60,Female,1966,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,29,29,31300,,59.0
142203,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1975,64,Male,1958,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,,65,150000,,50.0
142210,240,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1983,Never too young,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,37,40000,45000,65.0
142291,30,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1959,,Female,1938,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",8,7,7,,,74.0
142311,300,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1987,50,Female,1967,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,40,25000,30000,48.0
142419,510,6,Yes,Liberal Alliance - Liberal Alliance,Good,2013,60,Female,1994,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,37,40,17900,25000,78.0
142527,15,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1968,Never too young,Male,1949,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,37,37,,,57.0
142588,,6,Yes,Socialdemokratiet - The Social democrats,Fair,1962,65,Male,1941,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,42,,,85.0
142704,600,3,Yes,Liberal Alliance - Liberal Alliance,Very good,2016,,Male,1994,Universitetsbachelor. 1. del af kandidatuddannelse,18,7,7,,,55.0
142781,,10,Yes,Socialdemokratiet - The Social democrats,Fair,1964,Never too young,Female,1944,Folkeskole 6.-8. klasse,8,35,35,,,54.0
142788,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1968,60,Female,1938,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,,,73.0
142803,90,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1986,60,Female,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",5,37,40,22500,24000,59.0
142894,60,6,Yes,Socialdemokratiet - The Social democrats,Fair,1964,60,Male,1938,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,40,50,,,58.0
142986,,7,Yes,Socialdemokratiet - The Social democrats,Fair,1974,62,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,,,91.0
143058,150,5,Yes,Socialdemokratiet - The Social democrats,Good,1998,64,Female,1978,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,32,32,20500,,85.0
143079,60,4,Yes,Socialdemokratiet - The Social democrats,Bad,1964,60,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,41,,,73.0
143081,120,7,Yes,Dansk Folkeparti - Danish People's Party,Very good,1990,60,Male,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17,37,45,31000,,59.0
143095,480,2,No,,Very good,2012,65,Male,1987,Folkeskole 9.-10. klasse,9,,,,,43.0
143183,120,5,Not eligible to vote,,Good,"Still in parental home, never left 2 months",30,Female,2001,Folkeskole 9.-10. klasse,10,15,15,5000,,150.0
143205,30,10,Yes,Socialdemokratiet - The Social democrats,Very good,1975,,Female,1958,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,33545,36000,55.0
143219,,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,1986,50,Female,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,15,15,,,58.0
143260,180,4,No,,Good,1994,30,Male,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,40,27000,30000,39.0
143387,,8,Yes,Socialdemokratiet - The Social democrats,Good,1971,55,Female,1952,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,30,30,,,49.0
143403,,4,Yes,Dansk Folkeparti - Danish People's Party,Good,1984,35,Male,1948,Folkeskole 6.-8. klasse,7,37,37,,,62.0
143407,120,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Bad,1974,59,Female,1957,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,20,20,,,59.0
143609,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1975,60,Female,1957,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,30,32,36000,,41.0
143622,240,7,Yes,Liberal Alliance - Liberal Alliance,Good,1989,55,Female,1969,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15,37,50,55000,,42.0
143857,30,5,Yes,Socialdemokratiet - The Social democrats,Very good,1981,60,Female,1960,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,45,38500,,58.0
143892,540,8,Yes,Socialdemokratiet - The Social democrats,Very good,2001,55,Male,1980,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",22,37,38,35500,33000,71.0
143993,480,7,Yes,Socialdemokratiet - The Social democrats,Good,1983,60,Female,1963,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",16,37,35,31000,,76.0
144010,105,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1998,55,Male,1978,"Forskeruddannelse. Ph.d., doktor",22,37,45,46000,40000,60.0
144039,180,8,Yes,Liberal Alliance - Liberal Alliance,Very good,1995,63,Male,1976,Universitetsbachelor. 1. del af kandidatuddannelse,18,37,35,53500,,55.0
144065,30,4,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2007,50,Female,1989,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,30300,,46.0
144155,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1958,62,Male,1935,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,42,52,,,82.0
144172,,8,Yes,,Fair,,,Female,1955,Folkeskole 9.-10. klasse,12,20,20,25000,,86.0
144284,120,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1976,60,Male,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,30,30000,,78.0
144517,,9,Yes,Socialdemokratiet - The Social democrats,Good,1969,60,Female,1947,Folkeskole 9.-10. klasse,13,37,37,,,104.0
144586,90,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1986,40,Male,1967,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,72,72,50000,,66.0
144663,390,7,Yes,Socialdemokratiet - The Social democrats,Good,2008,50,Female,1987,Universitetsbachelor. 1. del af kandidatuddannelse,15,30,32,,,86.0
144679,60,9,Yes,Socialdemokratiet - The Social democrats,Good,1964,60,Female,1947,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,32,32,,,49.0
144719,,4,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1966,Never too young,Male,1946,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",8,25,25,,,136.0
144755,120,8,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",30,Female,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,,30,,,77.0
144767,244,7,Yes,Socialdemokratiet - The Social democrats,Very good,1980,50,Female,1964,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,27000,33000,63.0
144812,720,8,Yes,Socialdemokratiet - The Social democrats,Very good,1967,60,Male,1951,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,55,59000,,68.0
144830,60,7,Yes,,Very good,1967,,Female,1950,Folkeskole 6.-8. klasse,8,32,32,,,58.0
144896,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2013,,Male,1995,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,,,44.0
144911,,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,1955,50,Female,1939,Folkeskole 9.-10. klasse,9,37,37,,,63.0
145037,230,9,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,1984,60,Male,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,45,34000,,64.0
145054,120,6,Yes,,Good,"Still in parental home, never left 2 months",60,Male,1996,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",2,37,37,,,47.0
145089,360,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,2008,50,Female,1989,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,37,42,31000,,56.0
145117,300,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1985,60,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,40,31000,40000,58.0
145163,600,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1989,60,Male,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,45,62000,62000,45.0
145216,480,8,Not eligible to vote,,Very good,2004,55,Female,1987,Universitetsbachelor. 1. del af kandidatuddannelse,20,40,40,,,72.0
145218,60,10,Yes,Dansk Folkeparti - Danish People's Party,Good,1952,65,Male,1937,Folkeskole 6.-8. klasse,7,,55,,,80.0
145272,180,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1986,65,Female,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,34,35,26000,30000,69.0
145296,120,7,Yes,Dansk Folkeparti - Danish People's Party,Bad,1949,50,Female,1933,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,,,68.0
145317,240,6,Not eligible to vote,,Very good,2006,35,Female,1987,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,37,,,73.0
145351,15,7,Yes,Socialdemokratiet - The Social democrats,Good,1948,60,Male,1929,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",10,37,38,,,58.0
145374,180,4,Yes,,Fair,1992,,Female,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",11,37,37,,,41.0
145410,61,9,No,,Good,2012,30,Female,1989,Universitetsbachelor. 1. del af kandidatuddannelse,5,40,50,41000,,62.0
145567,,5,Yes,,Fair,1950,50,Female,1934,Folkeskole 6.-8. klasse,7,5,5,,,90.0
145702,30,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1989,Never too young,Female,1971,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3,0,28,3500,,47.0
145749,90,7,Yes,,Fair,1978,,Female,1961,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,32,32,,,69.0
145866,105,8,Yes,Kristendemokraterne - Christian Democrats,Good,2013,35,Male,1992,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,37,18500,21000,74.0
146100,120,6,Yes,Dansk Folkeparti - Danish People's Party,Fair,1998,67,Male,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,35,25,39500,35000,50.0
146252,,7,Yes,Dansk Folkeparti - Danish People's Party,Very good,1963,35,Male,1948,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,40,40,,,70.0
146261,30,5,Yes,Dansk Folkeparti - Danish People's Party,Fair,1982,62,Male,1967,Folkeskole 9.-10. klasse,9,37,40,27000,,61.0
146279,480,2,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2014,,Male,1992,Universitetsbachelor. 1. del af kandidatuddannelse,19,20,26,,,62.0
146280,120,8,Yes,Socialdemokratiet - The Social democrats,Good,1989,62,Male,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,25000,28000,51.0
146315,90,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1961,60,Female,1945,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",12,37,37,,,51.0
146339,,8,Yes,Socialdemokratiet - The Social democrats,Good,2000,59,Male,1979,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,3000000,,63.0
146395,240,7,Not eligible to vote,,Good,"Still in parental home, never left 2 months",25,Female,2000,Folkeskole 9.-10. klasse,11,,18,7000,7000,54.0
146400,60,2,No,,Fair,1991,60,Male,1973,Folkeskole 9.-10. klasse,9,37,60,,,72.0
146447,510,7,Not eligible to vote,,Good,2012,57,Male,1989,Universitetsbachelor. 1. del af kandidatuddannelse,19,23,23,14500,,208.0
